Type,MimeType,Supplier,Author,Publisher,Group,Name,Version,Scope,LicenseExpressions,LicenseNames,Copyright,Cpe,Purl,Modified,SwidTagId,SwidName,SwidVersion,SwidTagVersion,SwidPatch,SwidTextContentType,SwidTextEncoding,SwidTextContent,SwidUrl,MD5,SHA-1,SHA-256,SHA-384,SHA-512,SHA3-256,SHA3-384,SHA3-512,BLAKE2b-256,BLAKE2b-384,BLAKE2b-512,BLAKE3,Streebog-256,Streebog-512,Description
Library,,,,,,source-map,0.6.1,optional,BSD-3-Clause,,,,pkg:npm/source-map@0.6.1,,,,,,,,,,,,,,,52381aa6e99695b3219018334fb624739617513e3a17488abbc4865ead1b7303f9773fe1d0f963e9e9c9aa3cf565bab697959aa989eb55bc16396332177178ee,,,,,,,,,,
Library,,,,,,istanbul-reports,3.2.0,optional,BSD-3-Clause,,,,pkg:npm/istanbul-reports@3.2.0,,,,,,,,,,,,,,,1c6616592fde86a4d5df1375d22db7b643e4a47e3a30b08830534269a28d6af0174c5d5192ac5ac043ed9e39c667a5ca4889c12a488e03904a4be699898dc0bc,,,,,,,,,,
Library,,,,,,html-escaper,2.0.2,optional,MIT,,,,pkg:npm/html-escaper@2.0.2,,,,,,,,,,,,,,,1f688cb5dd08e0cb7979889aa517480e3a7e5f37a55d0d2d144e094bb605c057af5d73263a9f66c8dad4bc28340fac2cf22aa444f05f28781bc228354a694b7e,,,,,,,,,,
Library,,,,,,node-preload,0.2.1,optional,MIT,,,,pkg:npm/node-preload@0.2.1,,,,,,,,,,,,,,,44ce68c81cb8e5c2c4a07a827a1f8c36e140c4ed2f4c504bb24bd06ce2a7104ed84d348de2d6cdf1058320f43a2fe5af2ac07fa8b106a587b6659f5de16f4e21,,,,,,,,,,
Library,,,,,,process-on-spawn,1.1.0,optional,MIT,,,,pkg:npm/process-on-spawn@1.1.0,,,,,,,,,,,,,,,24e9ce3d0ffc4d9823b352481ff9bd9e2ec57e29a335afcf471ef2fd66f9a9d22db2784ed23138013edf0b41e30b6f03510583af9d1dc126192dd44c96a0eadd,,,,,,,,,,
Library,,,,,,fromentries,1.3.2,optional,MIT,,,,pkg:npm/fromentries@1.3.2,,,,,,,,,,,,,,,7071291101d48347fc5ddb5909cd99021ac7ccacd3d0cac551372fc7e85fc58bbbac630373948aa17161fa7e188a0c6c1d747373a3ab0ac85d4756d61fa1c7ca,,,,,,,,,,
Library,,,,,,spawn-wrap,2.0.0,optional,ISC,,,,pkg:npm/spawn-wrap@2.0.0,,,,,,,,,,,,,,,11e6a33637cdf7332750b2f085965053719606814d91b9e04d43df69ac13e1190c8af893c5c5f4a9f8556c67b2dfd99f72d7c31e45adb9e72043c3497324161e,,,,,,,,,,
Library,,,,,,foreground-child,2.0.0,optional,ISC,,,,pkg:npm/foreground-child@2.0.0,,,,,,,,,,,,,,,74222af45a447324325ca0a4cb39a53d314d82b0b33ee74e7be9a1bc9539cc0b65067195cb6c8ac6d7ecc4adad4014e1c2adb6e6372f063a70d46af8d2ecd908,,,,,,,,,,
Library,,,,,,is-windows,1.0.2,optional,MIT,,,,pkg:npm/is-windows@1.0.2,,,,,,,,,,,,,,,7972b55089ead9b3e68f25fa7b754723330ba1b73827de22e005a7f87a6adce5392a4ad10bde8e01c4773d127fa46bba9bc4d19c11cff5d917415b13fc239520,,,,,,,,,,
Library,,,,,,test-exclude,6.0.0,optional,ISC,,,,pkg:npm/test-exclude@6.0.0,,,,,,,,,,,,,,,7001963c8c8e1d4eb396683cf23c26ed54725e730dee257af0e1806d80e4fcc87fc42fe9cd53e542d63a9e0a081ffe7fb5c8ae8467ef11253c1ab1eb7310f9eb,,,,,,,,,,
Library,,,,,,yargs,15.4.1,optional,MIT,,,,pkg:npm/yargs@15.4.1,,,,,,,,,,,,,,,69e3dbc4399c616fbe3daa81b09f8761417009dbf82d5bdd9e1072efc139ecf228afcfce56f84cac00c51440e1f031c3151bff3bd8b794f86c10d8ceed05f4f8,,,,,,,,,,
Library,,,,,,cliui,6.0.0,optional,ISC,,,,pkg:npm/cliui@6.0.0,,,,,,,,,,,,,,,b7ac1b82da025ef033b2ded0817c4962a3edd2eb047db81075fb443db2cbfdcbefe873c4e5582fa82b80203474360539d9db3aac5c2aae06a434bac712309bad,,,,,,,,,,
Library,,,,,,string-width,4.2.3,optional,MIT,,,,pkg:npm/string-width@4.2.3,,,,,,,,,,,,,,,c0ac90450a63274b08a7ad84ad265d1ac8cc256b1aa79a1136284786ee86ec954effd8c807a5327af2feb57b8eaab9e0f23fdcc4a4d6c96530bd24eb8a2673fe,,,,,,,,,,
Library,,,,,,emoji-regex,8.0.0,optional,MIT,,,,pkg:npm/emoji-regex@8.0.0,,,,,,,,,,,,,,,3128d8cdc58d380d1ec001e9cf4331a5816fc20eb28f2d4d1b7c6d7a8ab3eb8e150a8fd13e09ebd7f186b7e89cde2253cd0f04bb74dd335e126b09d5526184e8,,,,,,,,,,
Library,,,,,,is-fullwidth-code-point,3.0.0,optional,MIT,,,,pkg:npm/is-fullwidth-code-point@3.0.0,,,,,,,,,,,,,,,cf29a6e7ebbeb02b125b20fda8d69e8d5dc316f84229c94a762cd868952e1c0f3744b8dbee74ae1a775d0871afd2193e298ec130096c59e2b851e83a115e9742,,,,,,,,,,
Library,,,,,,strip-ansi,6.0.1,optional,MIT,,,,pkg:npm/strip-ansi@6.0.1,,,,,,,,,,,,,,,637f153d21dcaa416b0a916743dbee4979aabaebf9a1738aa46793e9a1abaf7a3719cf409556ba2417d448e0a76f1186645fbfd28a08ecaacfb944b3b54754e4,,,,,,,,,,
Library,,,,,,ansi-regex,5.0.1,optional,MIT,,,,pkg:npm/ansi-regex@5.0.1,,,,,,,,,,,,,,,aae2505e54d25062f62c7f52517a3c570b18e2ca1a9e1828e8b3529bce04d4b05c13cb373b4c29762473c91f73fd9649325316bf7eea38e6fda5d26531410a15,,,,,,,,,,
Library,,,,,,wrap-ansi,6.2.0,optional,MIT,,,,pkg:npm/wrap-ansi@6.2.0,,,,,,,,,,,,,,,afa94f7011b1657948732984bbb227c43321756d0a0f1a4b82814b720b9ab3109a27f48e219c0835ab4af4a63fb5ff99ae5cb038a5345038f70135d405fc495c,,,,,,,,,,
Library,,,,,,ansi-styles,4.3.0,optional,MIT,,,,pkg:npm/ansi-styles@4.3.0,,,,,,,,,,,,,,,cdb07dac22404f5adb8e25436f686a2851cd60bc60b64f0d511c59dc86700f717a36dc5b5d94029e74a2d4b931f880e885d3e5169db6db05402c885e64941212,,,,,,,,,,
Library,,,,,,color-convert,2.0.1,optional,MIT,,,,pkg:npm/color-convert@2.0.1,,,,,,,,,,,,,,,4511023ec8fb8aeff16f9a0a61cb051d2a6914d9ec8ffe763954d129be333f9a275f0545df3566993a0d70e7c60be0910e97cafd4e7ce1f320dfc64709a12529,,,,,,,,,,
Library,,,,,,color-name,1.1.4,optional,MIT,,,,pkg:npm/color-name@1.1.4,,,,,,,,,,,,,,,74ecbedc0b96ddadb035b64722e319a537208c6b8b53fb812ffb9b71917d3976c3a3c7dfe0ef32569e417f479f4bcb84a18a39ab8171edd63d3a04065e002c40,,,,,,,,,,
Library,,,,,,get-caller-file,2.0.5,optional,ISC,,,,pkg:npm/get-caller-file@2.0.5,,,,,,,,,,,,,,,0f214fdc133fdd81d340e0942ffc343991d1d25a4a786af1a2d70759ca8d11d9e5b6a1705d57e110143de1e228df801f429a34ac6922e1cc8889fb58d3a87616,,,,,,,,,,
Library,,,,,,require-directory,2.1.1,optional,MIT,,,,pkg:npm/require-directory@2.1.1,,,,,,,,,,,,,,,7c6c4423bfb0b06f71aef763b2b9662f6d8e3134e21d1c0032ba2211e320abc833a0b0bf3d0afb46c4434932d483f6d9019b45f9354890773aff84482abba2f9,,,,,,,,,,
Library,,,,,,require-main-filename,2.0.0,optional,ISC,,,,pkg:npm/require-main-filename@2.0.0,,,,,,,,,,,,,,,34a37990c0f294aba577160b4947eb6e8e53bb387885dfb613c34f3d7d36999b67d55b911104e861efd9765272f89dee0a97da886174e5eec1f16d225db4079a,,,,,,,,,,
Library,,,,,,set-blocking,2.0.0,optional,ISC,,,,pkg:npm/set-blocking@2.0.0,,,,,,,,,,,,,,,2a22814bc0275861322f3a1f15f9af2b0a5d3f3aa2cb5e8bbd07cadf2bff7d51fb063d77ff097725247527eadf81113dabbc5424ae2abe04bcada48e78b51e87,,,,,,,,,,
Library,,,,,,which-module,2.0.1,optional,ISC,,,,pkg:npm/which-module@2.0.1,,,,,,,,,,,,,,,881759e7b443be7391f4018184c2f6bc565fee1f2f9818e1a1a66a3832411561d5b4a90398ab876a2ddcc793e054cad7e580cda76ec0a1f61b03072d492faf85,,,,,,,,,,
Library,,,,,,y18n,4.0.3,optional,ISC,,,,pkg:npm/y18n@4.0.3,,,,,,,,,,,,,,,24a86a4cec12aea340d4d639952ced2751ab06252874b326219b8b88368c449fa2b4577e001544f170633af2162fead2a8d0c2ef82c24859a56ff538519e2125,,,,,,,,,,
Library,,,,,,yargs-parser,18.1.3,optional,ISC,,,,pkg:npm/yargs-parser@18.1.3,,,,,,,,,,,,,,,a39d23d09793a32ff82ba39971a4265ba9725d72a1abb72c4445dc0f0936a2614f244c1434e56d24abe60ebf442357c025953265c445ee4c460569915ee76b09,,,,,,,,,,
Framework,,,,,@playwright,test,1.57.0,required,Apache-2.0,,,,pkg:npm/%40playwright/test@1.57.0,,,,,,,,,,,,,,,e93c849c781de9202b40ef143b638c4f1b21967dd031606d3c6ace0a0b37c15126426c32b8db41d7421931f9980c4d2b8b0351d5cbb8abea4f731315b5a1b74c,,,,,,,,,,
Framework,,,,,@sveltejs,adapter-auto,3.2.2,optional,MIT,,,,pkg:npm/%40sveltejs/adapter-auto@3.2.2,,,,,,,,,,,,,,,32ca39c4f080f3381c2abbfe422a1596a319932510e4c8c326210fb86fd9edc57fe6d9b057b2e67155a4e6d67e1f4342395d71d7602ca12a6dfc2c05c2e55730,,,,,,,,,,
Library,,,,,,import-meta-resolve,4.2.0,optional,MIT,,,,pkg:npm/import-meta-resolve@4.2.0,,,,,,,,,,,,,,,22abf67f369340ddbcb3f170640a05ab4652b3fee13001c9557fb0f0f665ddc635f4fc64ea31456a5c50a087d6dbcdba8bf7c32d7bfc2221194484f4943b9672,,,,,,,,,,
Framework,,,,,@sveltejs,adapter-static,3.0.10,optional,MIT,,,,pkg:npm/%40sveltejs/adapter-static@3.0.10,,,,,,,,,,,,,,,ec3f65605589981ef3c59c9313fab18e4b2f32acccb98aebb328757f802566a79978008f4724a36c2dda162639e706f5b5651a28e406f4f55b9bbe0970dd887b,,,,,,,,,,
Library,,,,,@tailwindcss,typography,0.5.19,optional,MIT,,,,pkg:npm/%40tailwindcss/typography@0.5.19,,,,,,,,,,,,,,,c37d5d77c1cec7793dbcfb5c421e501cff46c0a7206cca7cee3e7caa2eb1822067145b4a1008025a70f0e2a513f1a1f0902a7c6cabdbfca18a5961de74fd0002,,,,,,,,,,
Library,,,,,,tailwindcss,3.4.19,optional,MIT,,,,pkg:npm/tailwindcss@3.4.19,,,,,,,,,,,,,,,de87e9f8b2fc13ea4afc9b8f2cf82054021a12e86f233e2a35c7f79c0d579f6a3fedf6fbb3f4d8a47870183bf5654dcf90196e515685f0fc821dc9b8f1c28b59,,,,,,,,,,
Library,,,,,@alloc,quick-lru,5.2.0,optional,MIT,,,,pkg:npm/%40alloc/quick-lru@5.2.0,,,,,,,,,,,,,,,52b700041fb86d4ac5001c1b96e4c8044ad7c2f6ec53f57b4d959f99b8097db930881bb3892f60c5d383532ba279c7dd190f398e094c5ba8ee4b7fb3e53b0a2f,,,,,,,,,,
Library,,,,,,arg,5.0.2,optional,MIT,,,,pkg:npm/arg@5.0.2,,,,,,,,,,,,,,,3d88f214e2ca43dcb9ec9bd0e902e8f1d02036ab3087c33544c25875076e4fac5b59280adfa3ff67fbfea7cf3ca4cebd8cc31f4bc5ddf05e88d6443f23d1d41a,,,,,,,,,,
Library,,,,,,chokidar,3.6.0,optional,MIT,,,,pkg:npm/chokidar@3.6.0,,,,,,,,,,,,,,,ed54f5ddf9a3a2d2a91a2a425bd244400bac10f13e122f2797afe0e050409889b418e38b32e6bd3430e8fc35a9d190310abddc3eae59a41aa63c04200dd6b63f,,,,,,,,,,
Library,,,,,,anymatch,3.1.3,optional,ISC,,,,pkg:npm/anymatch@3.1.3,,,,,,,,,,,,,,,28c45e154af4078b7e0fe381923477298aafa1ca765da4b33b9e54701ea681031ddca6dc13e9964f2bd557b0ffcec7446cd9d5e9a71952eb64887417bd3af547,,,,,,,,,,
Library,,,,,,normalize-path,3.0.0,optional,MIT,,,,pkg:npm/normalize-path@3.0.0,,,,,,,,,,,,,,,e9e66ce4bb375ad0a2b075a9f52d86532f1daa4a468b80554b3dc66aa884e9ecee6f4e75d844b3b57530501e82e8829b4246363e76ff983e166288c24707302c,,,,,,,,,,
Library,,,,,,glob-parent,5.1.2,optional,ISC,,,,pkg:npm/glob-parent@5.1.2,,,,,,,,,,,,,,,00e22049009ea62258c0fdc04671b1fb95674eed870587736c63f8e5e2f0d6faf7cc1def64b7b279dd6c0bd8676dc39cf7f4ab33233944f42b906cf8692f59a3,,,,,,,,,,
Library,,,,,,is-binary-path,2.1.0,optional,MIT,,,,pkg:npm/is-binary-path@2.1.0,,,,,,,,,,,,,,,64c11161eb3aa43c9dcae1a276c7bb3ac1f1b5b23b595794128ce047f83baddd31522998365bd9444fcad8c8194e35b2ef6e487de94b79570433dee69ad4465f,,,,,,,,,,
Library,,,,,,binary-extensions,2.3.0,optional,MIT,,,,pkg:npm/binary-extensions@2.3.0,,,,,,,,,,,,,,,09e87eee8c79a9eecb26e2c7a18d1f7a1de91ee5031c071151ec8bd95620859c1fa64348cbffbc39c8346b752e4a86336af9b2970b8b59039fde19748e330c23,,,,,,,,,,
Library,,,,,,readdirp,3.6.0,optional,MIT,,,,pkg:npm/readdirp@3.6.0,,,,,,,,,,,,,,,84e4b4f3da27f1176ea9d6e1bd0e59dfb0341128ecab3eaa9d171f7ec314df8f7916e4dda929beedb849dbd26f20eb010c41276a7e433eef6ddd3a3d55194ccc,,,,,,,,,,
Library,,,,,,didyoumean,1.2.2,optional,Apache-2.0,,,,pkg:npm/didyoumean@1.2.2,,,,,,,,,,,,,,,831b727ea320ec62b285099bd39e8aeccdf1b33cbf9b21fcc3e078453f905c142cbc039d7375f29aa0c33c7c750603e0b1d000e522227e89daf3d62d4404c3cf,,,,,,,,,,
Library,,,,,,dlv,1.1.3,optional,MIT,,,,pkg:npm/dlv@1.1.3,,,,,,,,,,,,,,,f87972b728e53ca9c81bc5ee446f16be604ff31b3c3fbd72f9228a4ba6575a81202ee78fc6d0e8504887ed691d78f5ab439241a44e9aa15a9f65f2544248d7c0,,,,,,,,,,
Library,,,,,,fast-glob,3.3.3,optional,MIT,,,,pkg:npm/fast-glob@3.3.3,,,,,,,,,,,,,,,ecca6d2fc53472a705773233c0e4c7a22957f71e41acdab27bb67f2ee0bb9023118a8d44312caa44adc1100503eec5d1ab8893e00cd356e65d8604364c2bd82e,,,,,,,,,,
Library,,,,,@nodelib,fs.stat,2.0.5,optional,MIT,,,,pkg:npm/%40nodelib/fs.stat@2.0.5,,,,,,,,,,,,,,,46484f3e9db3aea0c0400ff68cd867ced70f025bfae17761229edaef8e78039a2f23b06e93182decc5fbb9dc00bb7ce0d437293d4d2bcf7555d5279aaaf638f8,,,,,,,,,,
Library,,,,,@nodelib,fs.walk,1.2.8,optional,MIT,,,,pkg:npm/%40nodelib/fs.walk@1.2.8,,,,,,,,,,,,,,,a0607e53196059c810920c28f067041b07a6a1316ddc520ef5a6da6c199a1b05c8a01299f864f2d293f5f396de1a0ecb96287f3521d25765c0b35967ce7a1c4a,,,,,,,,,,
Library,,,,,@nodelib,fs.scandir,2.1.5,optional,MIT,,,,pkg:npm/%40nodelib/fs.scandir@2.1.5,,,,,,,,,,,,,,,beadb806adf29b91c4426d8d282af7c970f08dceef4ec1138510e7929d832bda75baa2d1f831eeae6fcd393a34286ec760753b7a9a4a663dcccaa62e3017fada,,,,,,,,,,
Library,,,,,,run-parallel,1.2.0,optional,MIT,,,,pkg:npm/run-parallel@1.2.0,,,,,,,,,,,,,,,e65e15c9947ce8b67f943c594d1ea3a8bf00144d92d0814b30fdba01b8ec2d5003c4776107f734194b07fb2dfd51f0a2dddcf3f0e950b8f9a768938ca031d004,,,,,,,,,,
Library,,,,,,queue-microtask,1.2.3,optional,MIT,,,,pkg:npm/queue-microtask@1.2.3,,,,,,,,,,,,,,,36e68d49ae9f94a4f925a498433268934e09cd32f5080e9a1a1bf9adf2d6dcf82a03e3360a1a59427002f21f22e19164052f17e51aa40c11c0eebe217a3dcaf4,,,,,,,,,,
Library,,,,,,fastq,1.20.1,optional,ISC,,,,pkg:npm/fastq@1.20.1,,,,,,,,,,,,,,,1864e8c49ff0d71df6b3f0f610a343ee44e29789fc39593ff66c9c4dce150f36b5de53afa54653197de61520ad57d92c746055cefb320152ccea61c54e1c57c7,,,,,,,,,,
Library,,,,,,reusify,1.1.0,optional,MIT,,,,pkg:npm/reusify@1.1.0,,,,,,,,,,,,,,,83a4147dfd38a19a47b34786e69f37ac52e11de574d2e83f61ff6764ce9f2de52b3e0b814e44d039da40596b29321e794d97d54033da37735025f6d5440c5d23,,,,,,,,,,
Library,,,,,,merge2,1.4.1,optional,MIT,,,,pkg:npm/merge2@1.4.1,,,,,,,,,,,,,,,f2aed51203095b827cb5c7d53f2f20d3d35c43065d6f0144aa17bf5999282338e7ff74c60f0b4e098b571b10373bcb4fce97330820e0bfe3f63f9cb4d1924e3a,,,,,,,,,,
Library,,,,,,glob-parent,6.0.2,optional,ISC,,,,pkg:npm/glob-parent@6.0.2,,,,,,,,,,,,,,,5f1c08f043a1550816a7a8832feddbd2bf3a7f877a017eb3494e791df078c9d084b972d773915c61e3aefa79c67ed4b84c48eeff5d6bb782893d33206df9afe0,,,,,,,,,,
Library,,,,,,jiti,1.21.7,optional,MIT,,,,pkg:npm/jiti@1.21.7,,,,,,,,,,,,,,,fe298a346e046d636b563a0d0bfd47e7ff46172fadaa31811c2692b0df8fd919cfaa3b0b9afe940f7123f8a8fc9c159a440c3293b90ae5951cf8e11ab674d1dc,,,,,,,,,,
Library,,,,,,lilconfig,3.1.3,optional,MIT,,,,pkg:npm/lilconfig@3.1.3,,,,,,,,,,,,,,,fef945280a07e4282ddc87be24b8516f03ac09078f001894ded2757a01afc90fb7dd1fef730336665d9047f2f38ec05e22d3edde84955daa67fa6e27403be9cf,,,,,,,,,,
Library,,,,,,object-hash,3.0.0,optional,MIT,,,,pkg:npm/object-hash@3.0.0,,,,,,,,,,,,,,,4529fd17af0f8c7f47aad96db129ea602d575e859ef418eee7edb5dd1f7c70d1adb5a83dabdc80393cdd6ecaaf21aeda366e567df059169598af6696ae495603,,,,,,,,,,
Library,,,,,,postcss-import,15.1.0,optional,MIT,,,,pkg:npm/postcss-import@15.1.0,,,,,,,,,,,,,,,869afe274e41d855585005c778ad58c88dbaec9fdd0c384c53a07a722be6f21498d636099c15f1cca0ca0ecc33266b4b1ebcab8e19c38eaaa9ff8f6df0500b7b,,,,,,,,,,
Library,,,,,,postcss-value-parser,4.2.0,optional,MIT,,,,pkg:npm/postcss-value-parser@4.2.0,,,,,,,,,,,,,,,d4d342b3abaeadf9156de5c6e12f09153f6dd7d9b8e480a789ff3358b779a0f499e74427c0c7caf87de3bf8d3c7788f0ffb06db6fe5ac52e48887a0b69534779,,,,,,,,,,
Library,,,,,,read-cache,1.0.0,optional,MIT,,,,pkg:npm/read-cache@1.0.0,,,,,,,,,,,,,,,3b076ffc5b7b2233a09bf8b4c6f3436752eb4403517dec386f6a6b1773963102f12dfbb76d2f055610acad208c2b8951e7a63dc9af804e1a13a43093c429a944,,,,,,,,,,
Library,,,,,,pify,2.3.0,optional,MIT,,,,pkg:npm/pify@2.3.0,,,,,,,,,,,,,,,b9d82c018f9f4e7befee423b69ac5bab058d6f4007881d2a04ef3d3d928f9284e618e81d6eb1c3283fb40765f8b937c9fc54f5474f6bf604ec8d48cd268b6ea2,,,,,,,,,,
Library,,,,,,postcss-js,4.1.0,optional,MIT,,,,pkg:npm/postcss-js@4.1.0,,,,,,,,,,,,,,,a0800e4ea808a3bab610ec1b85bf146a561e3ccbd8a0879163660a9ed7691505cda2c4aedef2eb9e21a0987f4e2acfea0247e88f9a01de57bfee620d5b52c27f,,,,,,,,,,
Library,,,,,,camelcase-css,2.0.1,optional,MIT,,,,pkg:npm/camelcase-css@2.0.1,,,,,,,,,,,,,,,40e4af7af86c9628e0630471e91bfbcca74c17c95b466c7eb901b1dbebc373e288fde067b32f648ade5a8f6dc0806bb7a5ae2df408306e75d6a92fa2398fb668,,,,,,,,,,
Library,,,,,,postcss-load-config,6.0.1,optional,MIT,,,,pkg:npm/postcss-load-config@6.0.1,,,,,,,,,,,,,,,a0fb53338a1eacbf945e6c7ef77cad65537cd91ae563fc0f515f08783c45af32235ce2c5d6937e12628f2dbb9bbca1d3d870b6d315ec0801f667e08a57a3b3fe,,,,,,,,,,
Library,,,,,,yaml,2.8.2,optional,ISC,,,,pkg:npm/yaml@2.8.2,,,,,,,,,,,,,,,9a99729caa9cd42da14d56317743d4db1400736d93235bd284060692c0827f16e7fdd1709c74cd8b56ef62c05392175436d1887f9c4d3a0f77f2bad2498bd2f4,,,,,,,,,,
Library,,,,,,postcss-nested,6.2.0,optional,MIT,,,,pkg:npm/postcss-nested@6.2.0,,,,,,,,,,,,,,,1d06eddbc2ae942e402731be719b63f64bca07ddc214274bbe88355852dfd43fb198cbcf1a506cb64a531197cae7e00df617c9a1cc81142362ab24b8f1ba60cd,,,,,,,,,,
Library,,,,,,postcss-selector-parser,6.1.2,optional,MIT,,,,pkg:npm/postcss-selector-parser@6.1.2,,,,,,,,,,,,,,,43ca907cf899f931ceff766b3ab3b470924a7e96026a0b4c5245db9c47e68148f05e0eb3fd605e3b24bd00f0413c24d288357eb384b0406bbcc85b2231122e76,,,,,,,,,,
Library,,,,,,cssesc,3.0.0,optional,MIT,,,,pkg:npm/cssesc@3.0.0,,,,,,,,,,,,,,,fd36ff25c8cad75d67352706a1be4c36db27b4d3356823540e2a41fd39306458720ebac4e3b48ec7fd7cc05d9b6e381cdd9cc248a5b54f99ede446c5a00cff56,,,,,,,,,,
Library,,,,,,util-deprecate,1.0.2,optional,MIT,,,,pkg:npm/util-deprecate@1.0.2,,,,,,,,,,,,,,,10f0f9ab5b97c85c49a42acb9c27359c79eade039ae83641a1c008888d93692080ed5089d5424331a802cc891736c5187c3d5d68afff2d3110f318886eb1ed73,,,,,,,,,,
Library,,,,,,sucrase,3.35.1,optional,MIT,,,,pkg:npm/sucrase@3.35.1,,,,,,,,,,,,,,,0e1b939af656bb1e07d543a758c077b24d2c6da0953a84198eff2ed6b0e84d5d074dd19e9bd864019b65e09672f0fdb3e018349d3f9831e385c95af8cdc1b94f,,,,,,,,,,
Library,,,,,,commander,4.1.1,optional,MIT,,,,pkg:npm/commander@4.1.1,,,,,,,,,,,,,,,34e2a6f31864cc08f3171f01dafe4e0074febb9a5141cd9409ad95abd8d82ffdf5a36c22f66c4103b2c816cdec5795520b8f73ea91217db3142ef4a12a3dba58,,,,,,,,,,
Library,,,,,,lines-and-columns,1.2.4,optional,MIT,,,,pkg:npm/lines-and-columns@1.2.4,,,,,,,,,,,,,,,ef297295eb1943f3d5dbd8e110397751f8e8e995fb802a89af917b3caaea73ddefedfcd2ca6b75069c0453c9c0517b3cab3cefaa16e384ae50660e8cb7f1e406,,,,,,,,,,
Library,,,,,,mz,2.7.0,optional,MIT,,,,pkg:npm/mz@2.7.0,,,,,,,,,,,,,,,cfcd4634eee79d830486b1a1f4b7b29a8138f98af45a7e4c70721930ae5c7d00a5f8d0d7d3cb0266051cf7fe8c1e78bd216b852e6d59dc74c25eedb3f5f37ad9,,,,,,,,,,
Library,,,,,,any-promise,1.3.0,optional,MIT,,,,pkg:npm/any-promise@1.3.0,,,,,,,,,,,,,,,ed4be629a95646dd708232f546b1b1a12256ff44191487a0a5e1af646f648e9f2fad1bb9e574c76f09eaab61a95e6f6e2db72e8719b722a5fd381e0c651d5bd8,,,,,,,,,,
Library,,,,,,object-assign,4.1.1,optional,MIT,,,,pkg:npm/object-assign@4.1.1,,,,,,,,,,,,,,,ac98134279149c7d6c170f324fa552537cc3dec5a6bbab19848b1e63c557f8646edcfe85ec5bbe24d0e85df9251256cb2529dcdc55101d57b8714e618fe05c52,,,,,,,,,,
Library,,,,,,thenify-all,1.6.0,optional,MIT,,,,pkg:npm/thenify-all@1.6.0,,,,,,,,,,,,,,,44dc501ffa88f3fb77b615c90f072cb543b8cdeaa8eb8f94cbffac355441c785e7d8e5fe399f683fe8899cd16aa6516b6b665455e28249ada85568b74f8b9598,,,,,,,,,,
Library,,,,,,thenify,3.3.1,optional,MIT,,,,pkg:npm/thenify@3.3.1,,,,,,,,,,,,,,,455652215e481b5d079377a7a2dae1bf3d13f5e9ba7321c12e41ff60066e2aa77c85190a8527c218870fd8a518d043f19ddcc034198d965cd63f06a4f9b85e4b,,,,,,,,,,
Library,,,,,,pirates,4.0.7,optional,MIT,,,,pkg:npm/pirates@4.0.7,,,,,,,,,,,,,,,4dfc92aecff99e6f1f4090dc043b949e0dd53942ac77b4beceabdb3938865c77f15f8c0adf56ab77e86836ebe489c33fd981739690e000139ebca4ac0781bf14,,,,,,,,,,
Library,,,,,,tinyglobby,0.2.15,optional,MIT,,,,pkg:npm/tinyglobby@0.2.15,,,,,,,,,,,,,,,8f666ae0dc90606e573124f871bb34d8093c88951dc513345c8e50cb15ee64ecca3883665aeae9dec997bb7cb9c03709ae9b70a528e05c7cc8431474a265e58d,,,,,,,,,,
Library,,,,,,fdir,6.5.0,optional,MIT,,,,pkg:npm/fdir@6.5.0,,,,,,,,,,,,,,,b486d8b596ee70eb340511aa3c992c84951874bf920c7edd54cf208f2f84469dd60148cb105244fb4da46a7c87b708d63a7c2b298062c0098cd29e242c90275e,,,,,,,,,,
Library,,,,,,ts-interface-checker,0.1.13,optional,Apache-2.0,,,,pkg:npm/ts-interface-checker@0.1.13,,,,,,,,,,,,,,,63f6abbdb9feaebcf72422a5f42e2454d7d37d29b6fe6129e454b3e44b194803463d2950ae9448e4ce0f285fa6267139da338ef743e73d273752bddb4d0c3480,,,,,,,,,,
Library,,,,,,postcss-selector-parser,6.0.10,optional,MIT,,,,pkg:npm/postcss-selector-parser@6.0.10,,,,,,,,,,,,,,,210ed365da1aa9b4fe2c2a52860e3a8e7655961583db0ea241801c6177c701167b5f5b7f50686171e403b395f4706a8abd894734ebafece6b5c666f4a10b80df,,,,,,,,,,
Library,,,,,@types,file-saver,2.0.7,optional,MIT,,,,pkg:npm/%40types/file-saver@2.0.7,,,,,,,,,,,,,,,74d2957c777f8e4d12911fdec4a1a3da0824078e4c024cef5826aa2d45209328c84e418dcc7f07fb2530afe04b25406364e7bdc3c5f7c209978590d1835103e8,,,,,,,,,,
Library,,,,,@types,sanitize-html,2.16.0,optional,MIT,,,,pkg:npm/%40types/sanitize-html@2.16.0,,,,,,,,,,,,,,,97aad7d4c5178dee73b4f4f470016d51ac97174e83a8f851c9f5576ab78437980608568ffe2c2cc48c8a383afd5c385fc4fa4deaf5d414d7e8e6464c5c2c41b7,,,,,,,,,,
Library,,,,,@types,sortablejs,1.15.9,optional,MIT,,,,pkg:npm/%40types/sortablejs@1.15.9,,,,,,,,,,,,,,,ec73fead9184da9f3ce8f295f5cf4e2732c123a04126ed4eee52466273f21b77d2e3f76e5027278243428ec2f020c57e58ca8035ededb788abad71d221eebc39,,,,,,,,,,
